
#v3
1496703714.395184 2017-06-11T16:05:25.000Z A 844 -0.588 -0.393 -0.196 -0.039  0.147  0.314  9.493  9.701  9.964 *
1496703715.395856 2017-06-11T16:05:26.000Z A 817 -0.588 -0.394 -0.235 -0.039  0.143  0.353  9.454  9.695  9.924 *
1496703716.396251 2017-06-11T16:05:27.000Z A 847 -0.549 -0.397 -0.196  0.000  0.145  0.353  9.336  9.711  9.924 *
1496703717.396991 2017-06-11T16:05:28.000Z A 827 -0.745 -0.399 -0.157 -0.196  0.143  0.431  9.061  9.708  10.120 *
1496703718.397912 2017-06-11T16:05:29.000Z A 846 -0.706 -0.395 -0.039  0.000  0.142  0.431  9.336  9.696  9.924 *
1496703719.398685 2017-06-11T16:05:30.000Z A 843 -0.667 -0.397 -0.157 -0.118  0.149  0.353  9.454  9.701  9.885 *
1496703720.399535 2017-06-11T16:05:31.000Z A 825 -0.706 -0.394 -0.118 -0.039  0.146  0.275  9.336  9.696  9.924 *
1496703721.399596 2017-06-11T16:05:32.000Z A 841 -0.706 -0.393 -0.196 -0.079  0.145  0.353  9.375  9.696  9.924 *
1496703722.360991 2017-06-11T16:05:33.000Z G  43.616955 -71.166037 588.582696 0.608 0.003 180.0 *
1496703722.400828 2017-06-11T16:05:33.000Z A 824 -0.706 -0.397 -0.157 -0.118  0.149  0.353  9.258  9.696  10.120 *
1496703723.401014 2017-06-11T16:05:34.000Z A 846 -0.784 -0.399 -0.079 -0.275  0.146  0.745  9.101  9.699  10.081 *
1496703724.402099 2017-06-11T16:05:35.000Z A 844 -0.628 -0.389 -0.157 -0.079  0.153  0.353  9.454  9.689  10.003 *
1496703725.402638 2017-06-11T16:05:36.000Z A 821 -0.628 -0.394 -0.196 -0.118  0.138  0.392  9.454  9.700  10.081 *
1496703726.403504 2017-06-11T16:05:37.000Z A 825 -0.588 -0.388 -0.079  0.000  0.151  0.392  9.414  9.695  10.042 *
1496703727.403673 2017-06-11T16:05:38.000Z A 824 -0.628 -0.400 -0.235 -0.039  0.145  0.353  9.454  9.698  9.885 *
1496703728.404161 2017-06-11T16:05:39.000Z A 845 -0.588 -0.406 -0.196  0.000  0.151  0.392  9.493  9.694  9.964 *
1496703729.404798 2017-06-11T16:05:40.000Z A 844 -0.588 -0.393 -0.079 -0.079  0.142  0.353  9.454  9.692  9.924 *
1496703730.405005 2017-06-11T16:05:41.000Z A 824 -0.667 -0.394 -0.157 -0.039  0.146  0.353  9.454  9.691  10.003 *
1496703731.405735 2017-06-11T16:05:42.000Z A 843 -0.628 -0.393 -0.196  0.000  0.143  0.314  9.375  9.697  10.003 *
1496703732.406478 2017-06-11T16:05:43.000Z A 825 -0.628 -0.407 -0.196  0.000  0.144  0.353  9.336  9.709  10.081 *
1496703733.407025 2017-06-11T16:05:44.000Z A 845 -0.667 -0.400 -0.157 -0.039  0.142  0.353  9.258  9.701  10.042 *
1496703734.407386 2017-06-11T16:05:45.000Z A 843 -0.628 -0.409 -0.196 -0.039  0.149  0.353  9.454  9.697  9.924 *
1496703735.407466 2017-06-11T16:05:46.000Z A 819 -0.667 -0.409 -0.118 -0.039  0.148  0.353  9.414  9.705  9.964 *
1496703736.408056 2017-06-11T16:05:47.000Z A 846 -0.667 -0.397 -0.196  0.000  0.148  0.353  9.375  9.694  10.120 *
1496703737.408554 2017-06-11T16:05:48.000Z A 825 -0.549 -0.391 -0.196 -0.157  0.142  0.392  9.493  9.697  10.003 *
1496703738.409076 2017-06-11T16:05:49.000Z A 827 -0.628 -0.391 -0.157 -0.079  0.154  0.353  9.336  9.695  10.003 *
